municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Rascafría;2020/08/04 09:58:00;;0;;0;7;420,67;1202
El Boalo;2020/08/04 09:58:00;;26,64;;39,96;50;665,96;231
Majadahonda;2020/08/04 09:58:00;30;41,77;61;84,93;722;1005,21;800
Batres;2020/08/04 09:58:00;;0;;0;10;593,82;170
Alcobendas;2020/08/04 09:58:00;40;34,18;71;60,66;1021;872,35;66
Alcalá de Henares;2020/08/04 09:58:00;33;16,87;83;42,42;2665;1362,13;53
Colmenar Viejo;2020/08/04 09:58:00;5;9,85;10;19,7;532;1048,23;455
San Fernando de Henares;2020/08/04 09:58:00;5;12,68;10;25,36;464;1176,71;1300
Villalbilla;2020/08/04 09:58:00;;7,21;;14,41;102;734,98;1723
El Escorial;2020/08/04 09:58:00;;12,37;;12,37;151;934,29;549
Colmenar del Arroyo;2020/08/04 09:58:00;;0;;0;54;3130,43;421
Torrejón de Ardoz;2020/08/04 09:58:00;79;60,13;139;105,8;1329;1011,6;1489
Brea de Tajo;2020/08/04 09:58:00;;0;;0;8;1526,72;259
El Molar;2020/08/04 09:58:00;;0;;11,19;46;514,66;869
Belmonte de Tajo;2020/08/04 09:58:00;;0;;60,1;6;360,58;199
Torres de la Alameda;2020/08/04 09:58:00;;12,86;;38,57;101;1298,37;1548
Somosierra;2020/08/04 09:58:00;;0;;0;;2325,58;1436
Alpedrete;2020/08/04 09:58:00;;27,44;7;48,03;163;1118,35;105
Orusco de Tajuña;2020/08/04 09:58:00;;0;;0;24;1929,26;1028
La Hiruela;2020/08/04 09:58:00;;0;;0;;3508,77;698
Cervera de Buitrago;2020/08/04 09:58:00;;0;;0;;2000;395
Getafe;2020/08/04 09:58:00;42;22,9;75;40,9;1787;974,51;650
Ribatejada;2020/08/04 09:58:00;;0;;0;;255,43;1224
Villaconejos;2020/08/04 09:58:00;;29,52;;29,52;10;295,16;1701
Valdetorres de Jarama;2020/08/04 09:58:00;;22,24;;22,24;19;422,5;1646
Robregordo;2020/08/04 09:58:00;;0;;0;;0;
Pinilla del Valle;2020/08/04 09:58:00;;0;;0;;0;
La Acebeda;2020/08/04 09:58:00;;0;;0;;0;
Horcajuelo de la Sierra;2020/08/04 09:58:00;;0;;0;;0;
Piñuécar-Gandullas;2020/08/04 09:58:00;;0;;0;;0;
Villavieja del Lozoya;2020/08/04 09:58:00;;0;;0;;0;
Valdepiélagos;2020/08/04 09:58:00;;0;;0;;0;
El Atazar;2020/08/04 09:58:00;;0;;0;;0;
Alameda del Valle;2020/08/04 09:58:00;;0;;0;;0;
Gascones;2020/08/04 09:58:00;;0;;0;;0;
Madarcos;2020/08/04 09:58:00;;0;;0;;0;
Prádena del Rincón;2020/08/04 09:58:00;;0;;0;;0;
Puebla de la Sierra;2020/08/04 09:58:00;;0;;0;;0;
Pozuelo de Alarcón;2020/08/04 09:58:00;26;30,08;59;68,27;945;1093,47;1150
El Atazar;2020/07/28 09:34:00;;0;;0;;0;
Navalagamella;2020/07/28 09:34:00;;0;;0;8;306,51;
Villar del Olmo;2020/07/28 09:34:00;;0;;0;7;348,09;
Guadarrama;2020/07/28 09:34:00;;0;;0;238;1484,53;
Robledillo de la Jara;2020/07/28 09:34:00;;0;;0;;1250;
La Serna del Monte;2020/07/28 09:34:00;;0;;0;;0;
Colmenar de Oreja;2020/07/28 09:34:00;;0;;0;28;348,61;
Valdepiélagos;2020/07/28 09:34:00;;0;;0;;0;
Villamanrique de Tajo;2020/07/28 09:34:00;;0;;0;;568,99;
El Álamo;2020/07/28 09:34:00;;0;;10,56;110;1161,56;
Pelayos de la Presa;2020/07/28 09:34:00;;0;;0;21;808,94;
El Vellón;2020/07/28 09:34:00;;0;;0;14;715,02;
Villaconejos;2020/07/28 09:34:00;;0;;0;9;265,64;
Robregordo;2020/07/28 09:34:00;;0;;0;;0;
Valdaracete;2020/07/28 09:34:00;;0;;0;7;1149,43;
Pozuelo del Rey;2020/07/28 09:34:00;;0;;0;;348,74;
Perales de Tajuña;2020/07/28 09:34:00;;34,07;;34,07;13;442,93;
Braojos;2020/07/28 09:34:00;;0;;0;;975,61;
Aranjuez;2020/07/28 09:34:00;;8,39;8;13,42;516;865,67;
Venturada;2020/07/28 09:34:00;;0;;0;;138,7;
Navacerrada;2020/07/28 09:34:00;;33,65;;33,65;20;672,95;
Montejo de la Sierra;2020/07/28 09:34:00;;0;;0;;283,29;
La Hiruela;2020/07/28 09:34:00;;0;;0;;3508,77;
Fresno de Torote;2020/07/28 09:34:00;;0;;90,05;16;720,4;
Cenicientos;2020/07/28 09:34:00;;49,19;;49,19;39;1918,35;
Madrid-Usera;2020/07/28 09:34:00;36;25,76;68;48,66;1597;1142,83;
Madrid-Retiro;2020/07/28 09:34:00;22;18,44;39;32,69;1779;1490,99;
Madrid-Salamanca;2020/07/28 09:34:00;22;15,06;35;23,96;1856;1270,33;
Madrid-Centro;2020/07/28 09:34:00;37;27,44;76;56,36;1417;1050,81;
Madrid-Arganzuela;2020/07/28 09:34:00;38;24,71;87;56,57;1894;1231,45;
Madrid-Chamartín;2020/07/28 09:34:00;15;10,28;32;21,94;1896;1299,97;
Madrid-Tetuán;2020/07/28 09:34:00;24;15,19;43;27,21;2316;1465,61;
Madrid-Chamberí;2020/07/28 09:34:00;16;11,48;31;22,24;1849;1326,6;
Villanueva de la Cañada;2020/07/28 09:34:00;;4,66;;9,33;178;830,03;
Madrid-Fuencarral-El Pardo;2020/07/28 09:34:00;14;5,69;25;10,17;3460;1406,85;
Madrid-Moncloa-Aravaca;2020/07/28 09:34:00;22;18,42;53;44,38;1672;1400,11;
Madrid-Latina;2020/07/28 09:34:00;47;19,73;93;39,04;3233;1357,16;
La Acebeda;2020/07/28 09:34:00;;0;;0;;0;
Madrid-Carabanchel;2020/07/28 09:34:00;34;13,43;75;29,63;3124;1234,3;
Morata de Tajuña;2020/07/28 09:34:00;;26,03;;39,05;117;1522,84;
Madrid-Puente de Vallecas;2020/07/28 09:34:00;37;15,75;94;40,02;3523;1500,06;
Madrid-San Blas - Canillejas;2020/07/28 09:34:00;13;8,22;31;19,6;1700;1074,98;
Madrid-Barajas;2020/07/28 09:34:00;;6,13;8;16,34;498;1017,47;
Madrid-Moratalaz;2020/07/28 09:34:00;6;6,34;17;17,98;1564;1653,8;
Pinilla del Valle;2020/07/28 09:34:00;;0;;0;;0;
Madrid-Ciudad Lineal;2020/07/28 09:34:00;24;11,1;45;20,81;2573;1189,64;
Madrid-Hortaleza;2020/07/28 09:34:00;18;9,56;29;15,41;2132;1132,92;
Madrid-Villaverde;2020/07/28 09:34:00;36;24,17;63;42,3;1685;1131,28;
Madrid-Villa de Vallecas;2020/07/28 09:34:00;10;9,06;15;13,59;1354;1226,84;
Madrid-Vicálvaro;2020/07/28 09:34:00;13;18,03;25;34,68;977;1355,23;
Pozuelo de Alarcón;2020/07/28 09:34:00;6;6,94;10;11,57;893;1033,3;
Alcorcón;2020/07/28 09:34:00;12;7,04;20;11,73;2030;1190,52;
Navalcarnero;2020/07/28 09:34:00;;3,41;;3,41;226;771,38;
San Agustín del Guadalix;2020/07/28 09:34:00;7;52,32;16;119,59;104;777,34;
Las Rozas de Madrid;2020/07/28 09:34:00;8;8,35;11;11,48;922;962,28;
Moraleja de Enmedio;2020/07/28 09:34:00;;0;;0;30;584,11;
Puebla de la Sierra;2020/07/28 09:34:00;;0;;0;;0;
Valdemorillo;2020/07/28 09:34:00;;7,99;;7,99;55;439,37;
Navalafuente;2020/07/28 09:34:00;;0;;0;8;552,1;
Velilla de San Antonio;2020/07/28 09:34:00;;32,69;;40,86;83;678,33;
Lozoya;2020/07/28 09:34:00;;0;;0;;172,12;
Villanueva del Pardillo;2020/07/28 09:34:00;;11,64;;11,64;117;681,02;
Nuevo Baztán;2020/07/28 09:34:00;;31,87;;31,87;37;589,55;
Villamantilla;2020/07/28 09:34:00;;0;;0;8;555,17;
Villamanta;2020/07/28 09:34:00;;0;;0;17;665,36;
Cabanillas de la Sierra;2020/07/28 09:34:00;;0;;0;10;1322,75;
Puentes Viejas;2020/07/28 09:34:00;;0;;0;;294,55;
Cercedilla;2020/07/28 09:34:00;;0;;14,23;129;1836,04;
Santorcaz;2020/07/28 09:34:00;;0;;0;8;902,93;
Coslada;2020/07/28 09:34:00;9;11,02;13;15,92;912;1116,81;
Navarredonda y San Mamés;2020/07/28 09:34:00;;0;;0;;775,19;
Valdemaqueda;2020/07/28 09:34:00;;0;;0;;640,2;
Navas del Rey;2020/07/28 09:34:00;;0;;0;82;2810,14;
Olmeda de las Fuentes;2020/07/28 09:34:00;;0;;0;;1149,43;
Bustarviejo;2020/07/28 09:34:00;;0;;0;11;439,47;
Becerril de la Sierra;2020/07/28 09:34:00;;0;;0;35;612,53;
Fuenlabrada;2020/07/28 09:34:00;52;26,85;90;46,46;1841;950,44;
Garganta de los Montes;2020/07/28 09:34:00;;0;;0;;288,18;
Pinto;2020/07/28 09:34:00;;3,81;6;11,42;380;723,45;
Alameda del Valle;2020/07/28 09:34:00;;0;;0;;0;
Berzosa del Lozoya;2020/07/28 09:34:00;;0;;0;;975,61;
Los Santos de la Humosa;2020/07/28 09:34:00;;0;;0;21;810,81;
Galapagar;2020/07/28 09:34:00;;14,82;13;38,53;317;939,48;
Griñón;2020/07/28 09:34:00;;9,69;;9,69;115;1114,45;
Patones;2020/07/28 09:34:00;;0;;0;16;2957,49;
Gargantilla del Lozoya y Pinilla de Buitrago;2020/07/28 09:34:00;;0;;0;;949,37;
Aldea del Fresno;2020/07/28 09:34:00;;0;;0;63;2219,87;
Carabaña;2020/07/28 09:34:00;;0;;0;14;696,52;
Talamanca de Jarama;2020/07/28 09:34:00;;0;;0;68;1763,03;
Chapinería;2020/07/28 09:34:00;;0;;0;9;386,6;
Ciempozuelos;2020/07/28 09:34:00;;0;;0;281;1142,65;
Ajalvir;2020/07/28 09:34:00;;0;;0;37;785,23;
San Lorenzo de El Escorial;2020/07/28 09:34:00;;0;;0;153;832,93;
Gascones;2020/07/28 09:34:00;;0;;0;;0;
San Martín de la Vega;2020/07/28 09:34:00;;10,43;;15,65;114;594,68;
Móstoles;2020/07/28 09:34:00;89;42,55;173;82,7;2533;1210,9;
Leganés;2020/07/28 09:34:00;38;20,01;67;35,29;3535;1861,89;
Cubas de la Sagra;2020/07/28 09:34:00;;0;;0;37;576,95;
Algete;2020/07/28 09:34:00;;4,85;;14,56;145;703,51;
Mejorada del Campo;2020/07/28 09:34:00;;0;;0;195;837,84;
Loeches;2020/07/28 09:34:00;;0;;11,38;56;637,02;
Parla;2020/07/28 09:34:00;17;13,06;24;18,44;880;676,28;
Fuentidueña de Tajo;2020/07/28 09:34:00;;0;;97,42;21;1022,89;
Ambite;2020/07/28 09:34:00;;0;;0;7;1182,43;
Torremocha de Jarama;2020/07/28 09:34:00;;0;;0;14;1373,9;
Anchuelo;2020/07/28 09:34:00;;0;;0;9;708,1;
Los Molinos;2020/07/28 09:34:00;;22,78;;22,78;59;1344,27;
Soto del Real;2020/07/28 09:34:00;;0;;11,36;82;931,92;
Valverde de Alcalá;2020/07/28 09:34:00;;0;;0;8;1720,43;
Fuente el Saz de Jarama;2020/07/28 09:34:00;;44,8;12;179,21;54;806,45;
Horcajo de la Sierra-Aoslos;2020/07/28 09:34:00;;0;;0;;2758,62;
Valdelaguna;2020/07/28 09:34:00;;0;;0;;106,72;
Valdeolmos-Alalpardo;2020/07/28 09:34:00;;0;;0;11;265,96;
Campo Real;2020/07/28 09:34:00;;16,1;;16,1;34;547,5;
Valdeavero;2020/07/28 09:34:00;;0;;0;10;643,5;
Cobeña;2020/07/28 09:34:00;;13,46;;26,93;92;1238,56;
Fresnedillas de la Oliva;2020/07/28 09:34:00;;0;;0;9;572,52;
Valdilecha;2020/07/28 09:34:00;;68,19;;68,19;26;886,46;
El Berrueco;2020/07/28 09:34:00;;0;;0;12;1578,95;
Pezuela de las Torres;2020/07/28 09:34:00;;0;;0;;237,53;
San Martín de Valdeiglesias;2020/07/28 09:34:00;;0;;11,82;124;1465,89;
Torrelodones;2020/07/28 09:34:00;;0;;8,43;366;1543,2;
Boadilla del Monte;2020/07/28 09:34:00;;7,33;9;16,49;414;758,66;
Torrejón de Velasco;2020/07/28 09:34:00;;0;;0;27;616,16;
Villanueva de Perales;2020/07/28 09:34:00;;0;;0;;319,9;
Tielmes;2020/07/28 09:34:00;;0;;0;37;1396,23;
San Sebastián de los Reyes;2020/07/28 09:34:00;8;8,96;16;17,92;668;748,24;
Guadalix de la Sierra;2020/07/28 09:34:00;;0;;0;55;885,1;
Humanes de Madrid;2020/07/28 09:34:00;9;45,59;13;65,85;162;820,54;
Chinchón;2020/07/28 09:34:00;;0;;0;36;675,3;
Cadalso de los Vidrios;2020/07/28 09:34:00;;0;;0;15;493,58;
Hoyo de Manzanares;2020/07/28 09:34:00;;0;;23,71;47;557,27;
Torrejón de la Calzada;2020/07/28 09:34:00;;11,27;;11,27;46;518,49;
Estremera;2020/07/28 09:34:00;;0;;0;11;873,02;
Corpa;2020/07/28 09:34:00;;0;;0;6;841,51;
Meco;2020/07/28 09:34:00;6;41,94;7;48,93;155;1083,54;
Madarcos;2020/07/28 09:34:00;;0;;0;;0;
Zarzalejo;2020/07/28 09:34:00;;0;;0;44;2653,8;
Arganda del Rey;2020/07/28 09:34:00;13;23,47;19;34,3;432;779,94;
Collado Mediano;2020/07/28 09:34:00;;0;;28,74;36;517,39;
Daganzo de Arriba;2020/07/28 09:34:00;;0;;9,8;50;489,96;
Manzanares El Real;2020/07/28 09:34:00;;0;;0;49;554,3;
Buitrago del Lozoya;2020/07/28 09:34:00;;53,08;;53,08;19;1008,49;
Casarrubuelos;2020/07/28 09:34:00;;0;;0;11;291,16;
Miraflores de la Sierra;2020/07/28 09:34:00;;0;;0;39;638,51;
Paracuellos de Jarama;2020/07/28 09:34:00;;3,96;;3,96;94;372;
Collado Villalba;2020/07/28 09:34:00;6;9,42;10;15,7;592;929,66;
Colmenarejo;2020/07/28 09:34:00;;0;;0;53;580,5;
Villavieja del Lozoya;2020/07/28 09:34:00;;0;;0;;0;
Prádena del Rincón;2020/07/28 09:34:00;;0;;0;;0;
La Cabrera;2020/07/28 09:34:00;;0;;0;12;449,94;
Sevilla la Nueva;2020/07/28 09:34:00;;0;;21,46;162;1738,57;
Redueña;2020/07/28 09:34:00;;0;;0;;769,23;
Rozas de Puerto Real;2020/07/28 09:34:00;;0;;0;;943,4;
Valdemanco;2020/07/28 09:34:00;;0;;0;;218,82;
Brunete;2020/07/28 09:34:00;;0;;9,31;122;1136,36;
Titulcia;2020/07/28 09:34:00;;0;;0;10;761,61;
Villa del Prado;2020/07/28 09:34:00;;0;;0;137;2101,23;
Lozoyuela-Navas-Sieteiglesias;2020/07/28 09:34:00;;0;;0;;307,93;
Quijorna;2020/07/28 09:34:00;;0;;0;35;1017,74;
Valdemoro;2020/07/28 09:34:00;;3,95;12;15,79;921;1212,11;
Tres Cantos;2020/07/28 09:34:00;11;23,05;16;33,53;487;1020,49;
Torrelaguna;2020/07/28 09:34:00;;0;;0;27;567,23;
Cervera de Buitrago;2020/07/28 09:34:00;;0;;0;;2000;
Rivas-Vaciamadrid;2020/07/28 09:34:00;6;6,81;12;13,61;651;738,51;
Pedrezuela;2020/07/28 09:34:00;;16,97;;50,92;40;678,89;
Santa María de la Alameda;2020/07/28 09:34:00;;0;;0;7;558,21;
Horcajuelo de la Sierra;2020/07/28 09:34:00;;0;;0;;0;
Arroyomolinos;2020/07/28 09:34:00;7;22,3;14;44,59;213;678,43;
Moralzarzal;2020/07/28 09:34:00;;23,03;;30,71;87;667,89;
Canencia;2020/07/28 09:34:00;;0;;0;;671,14;
Villarejo de Salvanés;2020/07/28 09:34:00;;0;;0;45;613,5;
Serranillos del Valle;2020/07/28 09:34:00;;0;;0;39;936,37;
Villaviciosa de Odón;2020/07/28 09:34:00;;3,59;;10,78;247;887,37;
Camarma de Esteruelas;2020/07/28 09:34:00;;0;;13,63;49;667,94;
Robledo de Chavela;2020/07/28 09:34:00;;0;;0;30;702,58;
Rascafría;2020/07/28 09:34:00;;0;;0;7;420,67;
El Boalo;2020/07/28 09:34:00;;0;;26,64;49;652,64;
Majadahonda;2020/07/28 09:34:00;8;11,14;18;25,06;672;935,59;
Batres;2020/07/28 09:34:00;;0;;0;10;593,82;
Alcobendas;2020/07/28 09:34:00;26;22,21;33;28,2;974;832,19;
Alcalá de Henares;2020/07/28 09:34:00;7;3,58;27;13,8;2602;1329,93;
Colmenar Viejo;2020/07/28 09:34:00;;7,88;8;15,76;529;1042,32;
San Fernando de Henares;2020/07/28 09:34:00;;5,07;;12,68;456;1156,42;
Villalbilla;2020/07/28 09:34:00;;0;;7,21;101;727,77;
El Escorial;2020/07/28 09:34:00;;0;;6,19;150;928,1;
Colmenar del Arroyo;2020/07/28 09:34:00;;0;;0;54;3130,43;
Torrejón de Ardoz;2020/07/28 09:34:00;18;13,7;35;26,64;1217;926,35;
Piñuécar-Gandullas;2020/07/28 09:34:00;;0;;0;;0;
Brea de Tajo;2020/07/28 09:34:00;;0;;0;8;1526,72;
El Molar;2020/07/28 09:34:00;;0;;0;45;503,47;
Belmonte de Tajo;2020/07/28 09:34:00;;0;;0;;300,48;
Torres de la Alameda;2020/07/28 09:34:00;;0;;0;98;1259,8;
Somosierra;2020/07/28 09:34:00;;0;;0;;2325,58;
Alpedrete;2020/07/28 09:34:00;;20,58;7;48,03;161;1104,63;
Orusco de Tajuña;2020/07/28 09:34:00;;0;;0;24;1929,26;
Getafe;2020/07/28 09:34:00;29;15,81;48;26,18;1742;949,97;
Ribatejada;2020/07/28 09:34:00;;0;;0;;255,43;
Valdetorres de Jarama;2020/07/28 09:34:00;;22,24;;22,24;19;422,5;
Madrid-Retiro;2020/07/21 09:23:00;6;5,03;22;18,44;1757;1472,55;79603
Madrid-Salamanca;2020/07/21 09:23:00;;3,42;22;15,06;1837;1257,32;79604
Madrid-Centro;2020/07/21 09:23:00;16;11,87;25;18,54;1344;996,68;79601
Madrid-Arganzuela;2020/07/21 09:23:00;10;6,5;27;17,55;1821;1183,98;79602
Madrid-Chamartín;2020/07/21 09:23:00;12;8,23;26;17,83;1880;1289;79605
Madrid-Tetuán;2020/07/21 09:23:00;6;3,8;17;10,76;2282;1444,09;79606
Madrid-Chamberí;2020/07/21 09:23:00;10;7,17;16;11,48;1823;1307,94;79607
Madrid-Fuencarral-El Pardo;2020/07/21 09:23:00;;2,03;18;7,32;3445;1400,75;79608
Madrid-Moncloa-Aravaca;2020/07/21 09:23:00;17;14,24;31;25,96;1642;1374,99;79609
Madrid-Latina;2020/07/21 09:23:00;12;5,04;38;15,95;3166;1329,03;79610
Madrid-Carabanchel;2020/07/21 09:23:00;17;6,72;39;15,41;3073;1214,15;79611
Madrid-Usera;2020/07/21 09:23:00;6;4,29;14;10,02;1540;1102,04;79612
Madrid-Puente de Vallecas;2020/07/21 09:23:00;9;3,83;46;19,59;3454;1470,68;79613
Madrid-San Blas - Canillejas;2020/07/21 09:23:00;6;3,79;11;6,96;1673;1057,91;79620
Madrid-Barajas;2020/07/21 09:23:00;;2,04;;6,13;491;1003,17;79621
Madrid-Moratalaz;2020/07/21 09:23:00;;4,23;16;16,92;1556;1645,34;79614
Madrid-Ciudad Lineal;2020/07/21 09:23:00;14;6,47;26;12,02;2542;1175,31;79615
Madrid-Hortaleza;2020/07/21 09:23:00;6;3,19;13;6,91;2112;1122,29;79616
Madrid-Villaverde;2020/07/21 09:23:00;10;6,71;18;12,08;1634;1097,04;79617
Madrid-Villa de Vallecas;2020/07/21 09:23:00;;2,72;8;7,25;1345;1218,68;79618
Madrid-Vicálvaro;2020/07/21 09:23:00;;5,55;20;27,74;965;1338,59;79619
Alcorcón;2020/07/21 09:23:00;6;3,52;12;7,04;2018;1183,48;72
Navalcarnero;2020/07/21 09:23:00;;0;;0;225;767,97;967
San Agustín del Guadalix;2020/07/21 09:23:00;6;44,85;11;82,22;96;717,54;1296
Las Rozas de Madrid;2020/07/21 09:23:00;;2,09;;5,22;916;956,02;1277
Moraleja de Enmedio;2020/07/21 09:23:00;;0;;0;30;584,11;894
Valdaracete;2020/07/21 09:23:00;;0;;0;7;1149,43;1551
Pozuelo del Rey;2020/07/21 09:23:00;;0;;0;;348,74;1163
Perales de Tajuña;2020/07/21 09:23:00;;0;;34,07;13;442,93;1104
Valdemorillo;2020/07/21 09:23:00;;0;;0;54;431,38;1603
Navalafuente;2020/07/21 09:23:00;;0;;0;8;552,1;941
Velilla de San Antonio;2020/07/21 09:23:00;;16,35;;16,35;80;653,81;1678
Villanueva de la Cañada;2020/07/21 09:23:00;;0;;4,66;176;820,7;1760
Villanueva del Pardillo;2020/07/21 09:23:00;;0;;0;115;669,38;1776
Nuevo Baztán;2020/07/21 09:23:00;;0;;0;35;557,68;1006
Villamantilla;2020/07/21 09:23:00;;0;;0;8;555,17;1757
Villamanta;2020/07/21 09:23:00;;0;;0;17;665,36;1744
Cabanillas de la Sierra;2020/07/21 09:23:00;;0;;0;10;1322,75;297
Cenicientos;2020/07/21 09:23:00;;0;;0;38;1869,16;376
Puentes Viejas;2020/07/21 09:23:00;;0;;0;;294,55;9020
Aranjuez;2020/07/21 09:23:00;;1,68;;5,03;511;857,28;133
Cercedilla;2020/07/21 09:23:00;;0;;0;128;1821,8;382
Santorcaz;2020/07/21 09:23:00;;0;;0;8;902,93;1369
Coslada;2020/07/21 09:23:00;;2,45;;6,12;902;1104,57;493
Morata de Tajuña;2020/07/21 09:23:00;;0;;13,02;114;1483,8;915
Navarredonda y San Mamés;2020/07/21 09:23:00;;0;;0;;775,19;973
Venturada;2020/07/21 09:23:00;;0;;0;;138,7;1697
Navacerrada;2020/07/21 09:23:00;;0;;0;19;639,3;936
Montejo de la Sierra;2020/07/21 09:23:00;;0;;0;;283,29;881
Fresno de Torote;2020/07/21 09:23:00;;0;;45,02;15;675,37;571
Valdemaqueda;2020/07/21 09:23:00;;0;;0;;640,2;1599
Navas del Rey;2020/07/21 09:23:00;;0;;0;82;2810,14;992
Olmeda de las Fuentes;2020/07/21 09:23:00;;0;;0;;1149,43;1013
Bustarviejo;2020/07/21 09:23:00;;0;;0;11;439,47;284
Becerril de la Sierra;2020/07/21 09:23:00;;0;;0;35;612,53;186
Fuenlabrada;2020/07/21 09:23:00;13;6,71;45;23,23;1783;920,5;587
Garganta de los Montes;2020/07/21 09:23:00;;0;;0;;288,18;626
Pinto;2020/07/21 09:23:00;;0;;7,62;375;713,93;1132
Berzosa del Lozoya;2020/07/21 09:23:00;;0;;0;;975,61;203
Los Santos de la Humosa;2020/07/21 09:23:00;;0;;0;21;810,81;1375
El Álamo;2020/07/21 09:23:00;;0;;21,12;110;1161,56;40
Pelayos de la Presa;2020/07/21 09:23:00;;0;;0;21;808,94;1090
Galapagar;2020/07/21 09:23:00;;0;;5,93;305;903,92;611
Griñón;2020/07/21 09:23:00;;0;;0;114;1104,76;663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/07/21 09:23:00;;0;;0;;949,37;632
Aldea del Fresno;2020/07/21 09:23:00;;0;;0;63;2219,87;88
Carabaña;2020/07/21 09:23:00;;0;;0;14;696,52;357
Talamanca de Jarama;2020/07/21 09:23:00;;0;;0;68;1763,03;1454
Chapinería;2020/07/21 09:23:00;;0;;0;9;386,6;513
Ciempozuelos;2020/07/21 09:23:00;;4,07;;4,07;281;1142,65;409
Ajalvir;2020/07/21 09:23:00;;0;;0;37;785,23;29
San Lorenzo de El Escorial;2020/07/21 09:23:00;;0;;5,44;153;832,93;1317
San Martín de la Vega;2020/07/21 09:23:00;;0;;5,22;111;579,03;1322
Móstoles;2020/07/21 09:23:00;16;7,65;51;24,38;2407;1150,66;920
Leganés;2020/07/21 09:23:00;19;10,01;61;32,13;3513;1850,3;745
Braojos;2020/07/21 09:23:00;;0;;0;;975,61;246
Cubas de la Sagra;2020/07/21 09:23:00;;0;;15,59;37;576,95;506
Algete;2020/07/21 09:23:00;;4,85;;4,85;142;688,95;91
Mejorada del Campo;2020/07/21 09:23:00;;0;;4,3;195;837,84;843
Loeches;2020/07/21 09:23:00;;11,38;;11,38;55;625,64;758
Parla;2020/07/21 09:23:00;8;6,15;12;9,22;866;665,52;1065
Fuentidueña de Tajo;2020/07/21 09:23:00;;0;;48,71;20;974,18;604
Ambite;2020/07/21 09:23:00;;0;;0;7;1182,43;112
Torremocha de Jarama;2020/07/21 09:23:00;;0;;0;14;1373,9;1533
Anchuelo;2020/07/21 09:23:00;;0;;0;9;708,1;127
Los Molinos;2020/07/21 09:23:00;;0;;45,57;58;1321,49;875
Soto del Real;2020/07/21 09:23:00;;11,36;;22,73;82;931,92;1441
Valverde de Alcalá;2020/07/21 09:23:00;;0;;0;8;1720,43;1662
Fuente el Saz de Jarama;2020/07/21 09:23:00;;0;;14,93;43;642,17;590
Horcajo de la Sierra-Aoslos;2020/07/21 09:23:00;;0;;0;;2758,62;702
Valdeolmos-Alalpardo;2020/07/21 09:23:00;;0;;0;11;265,96;1625
Campo Real;2020/07/21 09:23:00;;0;;0;33;531,4;339
Valdeavero;2020/07/21 09:23:00;;0;;0;10;643,5;1564
Villamanrique de Tajo;2020/07/21 09:23:00;;0;;0;;568,99;1739
Cobeña;2020/07/21 09:23:00;;0;;13,46;91;1225,09;416
Fresnedillas de la Oliva;2020/07/21 09:23:00;;0;;0;9;572,52;565
Valdilecha;2020/07/21 09:23:00;;34,09;;68,19;25;852,37;1659
El Berrueco;2020/07/21 09:23:00;;0;;0;12;1578,95;210
Pezuela de las Torres;2020/07/21 09:23:00;;0;;0;;237,53;1111
Villar del Olmo;2020/07/21 09:23:00;;0;;0;7;348,09;1795
Guadarrama;2020/07/21 09:23:00;;0;;0;238;1484,53;685
San Martín de Valdeiglesias;2020/07/21 09:23:00;;0;;11,82;123;1454,07;1338
Torrelodones;2020/07/21 09:23:00;;0;;4,22;364;1534,76;1527
Boadilla del Monte;2020/07/21 09:23:00;;1,83;;1,83;406;744;225
Torrejón de Velasco;2020/07/21 09:23:00;;0;;22,82;27;616,16;1505
Villanueva de Perales;2020/07/21 09:23:00;;0;;0;;319,9;1782
Tielmes;2020/07/21 09:23:00;;0;;0;37;1396,23;1467
San Sebastián de los Reyes;2020/07/21 09:23:00;7;7,84;11;12,32;658;737,04;1343
Guadalix de la Sierra;2020/07/21 09:23:00;;0;;0;55;885,1;679
Humanes de Madrid;2020/07/21 09:23:00;8;40,52;14;70,91;160;810,41;730
Chinchón;2020/07/21 09:23:00;;0;;18,76;36;675,3;528
Cadalso de los Vidrios;2020/07/21 09:23:00;;0;;0;15;493,58;318
Hoyo de Manzanares;2020/07/21 09:23:00;;0;;0;45;533,55;724
Torrejón de la Calzada;2020/07/21 09:23:00;;11,27;;11,27;45;507,21;1492
Estremera;2020/07/21 09:23:00;;0;;0;11;873,02;552
Corpa;2020/07/21 09:23:00;;0;;0;6;841,51;480
Meco;2020/07/21 09:23:00;;13,98;;13,98;149;1041,59;838
Zarzalejo;2020/07/21 09:23:00;;0;;0;44;2653,8;1837
Arganda del Rey;2020/07/21 09:23:00;;1,81;6;10,83;417;752,86;148
Collado Mediano;2020/07/21 09:23:00;;0;;14,37;35;503,02;468
Daganzo de Arriba;2020/07/21 09:23:00;;0;;0;48;470,36;534
Manzanares El Real;2020/07/21 09:23:00;;0;;0;49;554,3;822
Buitrago del Lozoya;2020/07/21 09:23:00;;0;;0;18;955,41;278
Valdelaguna;2020/07/21 09:23:00;;0;;0;;106,72;1570
